district,bid multiplier,households of 4,population - 16 to 24,population - 25 to 44,supermarkets,convenience stores,football stadiums,music Venues,meta,google trends,location - postal area,tier
KA5,0.85,"8,040","1,096","2,371",1,5,Medium,-,"3,633",Medium,Kilmarnock,4
ML1,1.06,"46,292","6,171","15,256",5,45,High,1,"23,917",Medium,Motherwell,1
ML10,0.86,"7,768",908,"2,359",3,8,High,-,"4,183",Medium,Motherwell,4
ML3,1.03,"42,428","5,471","14,583",7,75,High,-,"20,717",Medium,Motherwell,1
ML4,0.92,"20,076","2,673","6,313",4,22,High,-,"8,350",Medium,Motherwell,3
ML5,1.02,"42,064","5,319","13,303",2,22,High,-,"18,083",Medium,Motherwell,1
ML6,1.03,"47,362","6,263","15,208",8,37,High,-,"21,767",Low,Motherwell,1
ML9,0.93,"19,136","2,503","5,876",3,12,High,-,"9,233",Medium,Motherwell,3
PA1,0.89,"16,260","2,656","6,510",3,37,Medium,4,"8,283",Low,Paisley,3
PA2,0.95,"32,176","4,371","10,172",8,14,Medium,-,"14,267",Low,Paisley,2
PA3,0.91,"20,188","2,813","6,666",1,11,Medium,-,"10,767",Low,Paisley,3
PA4,0.9,"18,196","2,435","6,447",4,26,Medium,-,"9,383",Medium,Paisley,3
PA5,0.89,"18,524","2,511","5,586",4,17,Medium,-,"8,667",Medium,Paisley,3
PA6,0.83,"5,312",713,"1,466",1,-,Medium,-,"2,267",Medium,Paisley,5
PA7,0.84,"3,804",544,"1,016",3,1,Medium,-,"4,167",Medium,Paisley,5
PA8,0.86,"13,276","1,794","3,921",4,5,Medium,-,"5,183",Medium,Paisley,4
EH1,0.86,"7,104","1,773","2,145",5,26,Medium,11,"3,950",Medium,Edinburgh,4
EH10,0.93,"28,992","4,452","8,774",9,19,Medium,-,"7,483",Medium,Edinburgh,3
EH11,0.99,"36,700","6,431","15,851",6,44,Medium,3,"14,033",Medium,Edinburgh,2
EH12,0.96,"29,800","3,767","10,282",10,23,Medium,-,"12,883",Medium,Edinburgh,2
EH13,0.87,"11,356","1,345","3,666",2,6,Medium,-,"4,567",Medium,Edinburgh,4
EH14,0.98,"31,252","4,255","9,902",14,10,Medium,2,"13,050",High,Edinburgh,2
EH16,0.94,"24,640","3,568","7,446",5,22,Medium,-,"11,850",Medium,Edinburgh,2
EH17,0.9,"16,096","1,998","5,131",4,14,Medium,-,"8,617",Medium,Edinburgh,3
EH2,0.84,-,-,-,6,24,Medium,4,"2,967",Medium,Edinburgh,5
EH20,0.83,"4,868",630,"1,474",2,4,Medium,-,"2,683",Low,Edinburgh,5
EH24,0.82,"1,316",135,475,-,1,Medium,-,"1,100",Low,Edinburgh,5
EH25,0.82,"2,208",277,637,1,-,Medium,-,"1,683",Medium,Edinburgh,5
EH26,0.88,"13,504","1,784","4,120",-,3,Medium,-,"6,700",Low,Edinburgh,4
EH27,0.82,"2,348",238,729,-,-,Medium,-,"1,683",Low,Edinburgh,5
EH28,0.84,"2,616",333,778,2,5,Medium,-,"1,633",Medium,Edinburgh,5
EH29,0.84,"2,864",324,898,1,2,Medium,-,"2,200",Medium,Edinburgh,5
EH3,0.92,"24,232","5,138","9,413",15,39,Medium,-,"6,367",Medium,Edinburgh,3
EH30,0.86,"7,572",903,"2,583",3,6,Medium,1,"4,000",Medium,Edinburgh,4
EH4,1,"43,436","5,127","14,748",11,24,Medium,-,"16,333",Medium,Edinburgh,1
EH46,0.82,"2,328",213,674,1,1,Medium,-,"1,233",Low,Edinburgh,5
EH47,0.92,"22,600","2,902","6,918",5,12,Medium,-,"11,300",Medium,Edinburgh,3
EH49,0.88,"13,112","1,537","4,088",3,6,Medium,-,"5,250",Medium,Edinburgh,4
EH5,0.9,"16,740","2,016","6,344",5,12,Medium,1,"7,233",Medium,Edinburgh,3
EH51,0.88,"11,768","1,438","4,171",1,9,Medium,1,"6,117",Medium,Edinburgh,4
EH52,0.89,"16,312","1,921","5,532",5,13,Medium,-,"8,433",Medium,Edinburgh,3
EH53,0.85,"8,112","1,177","2,439",3,3,Medium,-,"4,633",Low,Edinburgh,4
EH54,1.06,"47,362","6,371","16,159",20,30,Medium,-,"26,700",Medium,Edinburgh,1
EH55,0.85,"6,596",868,"2,022",2,4,Medium,-,"3,833",Medium,Edinburgh,4
EH6,0.98,"35,004","4,485","17,420",6,43,Medium,3,"13,817",Medium,Edinburgh,2
EH7,0.97,"30,336","4,554","14,579",9,29,Medium,-,"13,817",Medium,Edinburgh,2
EH8,0.95,"25,316","5,430","7,591",5,23,Medium,6,"11,467",Medium,Edinburgh,2
EH9,0.91,"26,936","6,327","5,838",6,17,Medium,-,"4,883",Medium,Edinburgh,3
EH91,0.81,-,-,-,-,-,Medium,-,-,Medium,Edinburgh,5
EH95,0.81,-,-,-,-,-,Medium,-,-,Medium,Edinburgh,5
EH99,0.81,-,-,-,-,-,Medium,-,-,Medium,Edinburgh,5
EH15,0.89,"16,912","1,949","5,261",5,7,Medium,1,"6,950",Medium,Edinburgh,3
EH18,0.82,"1,792",218,539,-,-,Medium,-,"1,333",Low,Edinburgh,5
EH19,0.87,"11,564","1,527","3,479",1,6,Medium,-,"6,200",Low,Edinburgh,4
EH21,0.91,"20,232","2,729","6,305",4,11,Medium,-,"10,783",Low,Edinburgh,3
EH22,0.93,"24,716","3,213","7,532",6,24,Medium,-,"12,917",Low,Edinburgh,3
EH23,0.85,"6,800",910,"2,164",1,8,Medium,-,"4,250",Low,Edinburgh,4
EH44,0.82,"2,240",254,782,1,-,Medium,-,"1,300",Medium,Edinburgh,5
EH45,0.84,"7,416",855,"2,321",3,3,Medium,-,"4,083",Low,Edinburgh,4
EH48,0.97,"30,632","3,840","11,018",7,30,Medium,2,"16,517",Medium,Edinburgh,2
FK3,0.9,"13,384","1,919","4,625",1,23,High,1,"6,783",Medium,Falkirk,3
FK1,0.93,"22,484","2,883","7,666",4,12,High,-,"10,250",Medium,Falkirk,3
FK2,1.02,"37,156","4,841","13,341",2,31,High,-,"19,517",Medium,Falkirk,1
KY11,1.07,"47,362","5,816","17,529",7,19,High,1,"26,528",Medium,Kirkcaldy,1
KY3,0.85,"7,980",936,"2,603",3,6,High,1,"3,733",Low,Kirkcaldy,4
KY99,0.81,-,-,-,-,-,High,-,-,Medium,Kirkcaldy,5
ML11,0.95,"27,392","3,412","8,722",4,14,High,-,"13,567",Medium,Motherwell,2
ML2,0.97,"34,340","4,471","10,988",5,39,High,-,"16,150",Low,Motherwell,2
ML7,0.88,"12,800","1,734","4,131",4,12,High,-,"6,217",Medium,Motherwell,4
ML8,0.89,"15,024","2,067","4,914",2,9,High,-,"7,317",Medium,Motherwell,3
EH31,0.82,"1,648",141,507,1,1,Medium,-,"1,000",Low,Edinburgh,5
EH32,0.89,"15,228","1,869","4,766",6,5,Medium,-,"7,650",Medium,Edinburgh,3
EH33,0.87,"11,768","1,489","3,849",3,8,Medium,-,"5,817",Low,Edinburgh,4
EH34,0.82,"1,904",189,551,-,2,Medium,-,"1,033",Low,Edinburgh,5
EH35,0.82,"2,080",236,659,1,1,Medium,-,"1,283",Low,Edinburgh,5
EH36,0.82,-,-,-,-,1,Medium,-,"1,000",Low,Edinburgh,5
EH37,0.81,"1,264",151,368,-,-,Medium,-,"1,000",Low,Edinburgh,5
EH38,0.81,-,-,-,-,-,Medium,-,"1,000",Low,Edinburgh,5
EH39,0.84,"6,052",711,"1,634",3,3,Medium,-,"3,067",Medium,Edinburgh,5
EH40,0.83,"1,412",139,429,1,2,Medium,-,"1,000",Medium,Edinburgh,5
EH41,0.85,"9,116","1,090","2,786",3,4,Medium,-,"4,433",Low,Edinburgh,4
EH43,0.82,-,-,-,-,2,Medium,-,"1,000",Low,Edinburgh,5
EH42,0.87,"8,368","1,012","2,648",2,1,Medium,-,"5,517",Medium,Edinburgh,4
TD1,0.87,"13,104","2,042","4,412",3,8,Low,-,"6,867",Low,Teviotdale,4
TD2,0.83,"2,200",190,773,1,3,Low,-,"1,200",Medium,Teviotdale,5
TD3,0.81,768,73,241,-,-,Low,-,"1,000",Low,Teviotdale,5
TD4,0.81,"1,668",210,528,1,1,Low,-,"1,017",Low,Teviotdale,5
TD6,0.83,"5,216",521,"1,676",2,5,Low,-,"2,933",Low,Teviotdale,5
TD10,0.81,752,95,254,-,1,Low,-,"1,000",Low,Teviotdale,5
TD11,0.83,"5,156",667,"1,622",2,1,Low,-,"2,683",Low,Teviotdale,5
TD13,0.81,-,-,-,-,-,Low,-,"1,000",Low,Teviotdale,5
TD5,0.84,"7,216",879,"2,347",2,8,Low,2,"4,383",Low,Teviotdale,4
NE70,0.81,"1,106",159,336,1,1,Low,-,"1,000",Medium,Newcastle upon Tyne,5
NE71,0.81,"1,905",250,482,1,-,Low,-,"1,250",Medium,Newcastle upon Tyne,5
NE67,0.81,562,44,150,-,-,Low,-,"1,000",Medium,Newcastle upon Tyne,5
NE68,0.81,"1,270",142,346,1,1,Low,-,"1,000",Medium,Newcastle upon Tyne,5
NE69,0.81,274,25,62,-,-,Low,-,"1,000",Low,Newcastle upon Tyne,5
TD12,0.85,712,313,763,1,2,Low,-,"1,317",Medium,Teviotdale,4
TD14,0.85,"4,900",660,"1,446",1,5,Low,-,"2,350",High,Teviotdale,4
TD15,0.92,676,"1,643","3,946",4,10,Low,-,"6,533",Medium,Teviotdale,3
PA28,0.83,"5,000",686,"1,492",1,2,Medium,-,"2,517",Low,Paisley,5
DG9,0.87,"12,132","1,571","3,584",1,5,Medium,3,"6,567",Low,Dumfries and Galloway,4
KA26,0.84,"7,940",996,"2,196",1,3,Medium,-,"3,600",Low,Kilmarnock,5
KA7,0.92,"20,236","2,564","5,632",4,20,Medium,1,"9,517",High,Kilmarnock,3
DG6,0.82,"3,416",442,972,1,1,Medium,-,"1,633",Low,Dumfries and Galloway,5
DG7,0.85,"8,348","1,032","2,294",2,5,Medium,2,"4,233",Low,Dumfries and Galloway,4
DG4,0.83,"3,556",518,990,-,2,Medium,1,"1,833",Medium,Dumfries and Galloway,5
DG8,0.85,"8,872","1,132","2,567",5,6,Medium,1,"4,467",Low,Dumfries and Galloway,4
KA18,0.91,"17,656","2,423","5,186",2,18,Medium,1,"8,183",Medium,Kilmarnock,3
KA19,0.85,"5,844",793,"1,777",1,4,Medium,-,"2,600",Medium,Kilmarnock,4
KA6,0.9,"16,020","2,124","4,741",1,15,Medium,-,"7,833",Medium,Kilmarnock,3
DG1,0.92,"19,368","2,743","6,314",5,26,Medium,2,"10,950",Low,Dumfries and Galloway,3
DG10,0.83,"2,752",337,741,1,1,Medium,-,"1,700",Medium,Dumfries and Galloway,5
DG2,0.9,"18,864","2,606","5,602",5,1,Medium,2,"9,633",Low,Dumfries and Galloway,3
DG3,0.82,"3,484",416,941,1,-,Medium,-,"1,550",Medium,Dumfries and Galloway,5
DG5,0.83,"3,628",402,"1,051",1,-,Medium,-,"1,900",Medium,Dumfries and Galloway,5
ML12,0.85,"6,088",656,"1,863",1,5,High,-,"3,350",Medium,Motherwell,4
CA1,0.9,"16,323","3,192","7,046",3,21,Low,1,"10,383",Low,Carlisle,3
CA2,0.95,"26,014","4,426","10,883",5,5,Low,-,"15,167",Low,Carlisle,2
CA3,0.85,"8,767","1,424","3,144",5,8,Low,1,"5,483",Low,Carlisle,4
CA4,0.83,"5,887",756,"1,925",3,2,Low,-,"2,867",Low,Carlisle,5
CA6,0.83,"5,578",833,"2,046",-,1,Low,-,"3,083",Low,Carlisle,5
CA8,0.85,"6,424",863,"2,035",1,2,Low,-,"3,167",Medium,Carlisle,4
CA99,0.8,-,-,-,-,-,Low,-,-,Low,Carlisle,5
DG11,0.86,"9,668","1,229","2,854",1,5,Medium,1,"4,883",Low,Dumfries and Galloway,4
DG12,0.86,"9,708","1,253","2,970",3,3,Medium,1,"5,417",Medium,Dumfries and Galloway,4
DG13,0.82,"1,864",237,622,1,1,Medium,1,"1,200",Low,Dumfries and Galloway,5
DG14,0.81,"1,060",131,268,-,-,Medium,-,"1,000",Low,Dumfries and Galloway,5
DG16,0.82,"2,920",370,829,2,1,Medium,-,"1,483",Medium,Dumfries and Galloway,5
NE19,0.81,"1,375",170,443,-,3,Low,-,"1,000",Low,Newcastle upon Tyne,5
NE47,0.83,"4,758",679,"1,508",2,2,Low,-,"2,400",Low,Newcastle upon Tyne,5
NE48,0.82,"2,674",372,896,1,2,Low,-,"1,650",Low,Newcastle upon Tyne,5
NE49,0.82,"2,804",373,944,3,-,Low,-,"1,550",Low,Newcastle upon Tyne,5
TD7,0.83,"5,536",731,"1,858",1,5,Low,-,"2,683",Low,Teviotdale,5
TD8,0.83,"4,164",582,"1,351",1,3,Low,-,"2,467",Low,Teviotdale,5
TD9,0.87,"12,260","1,722","4,078",5,2,Low,-,"7,117",Low,Teviotdale,4
DH8,0.97,"24,911","3,825","10,210",5,18,Low,-,"16,100",Medium,Durham,2
DH7,1,"26,894","4,032","10,792",4,15,Low,-,"15,550",High,Durham,1
DH9,0.94,"23,947","4,057","9,460",2,12,Low,-,"14,183",Medium,Durham,2
NE17,0.82,"3,099",476,"1,242",1,2,Low,-,"1,583",Medium,Newcastle upon Tyne,5
NE18,0.81,556,82,189,-,-,Low,-,"1,000",Low,Newcastle upon Tyne,5
NE39,0.83,"5,307",796,"1,814",-,1,Low,-,"2,900",Medium,Newcastle upon Tyne,5
NE40,0.86,"9,881","1,493","3,833",2,2,Low,-,"5,800",Medium,Newcastle upon Tyne,4
NE41,0.81,"1,315",162,436,1,-,Low,-,"1,000",Medium,Newcastle upon Tyne,5
NE42,0.85,"7,819","1,260","3,107",2,4,Low,1,"4,600",Medium,Newcastle upon Tyne,4
NE43,0.82,"2,701",337,899,-,2,Low,1,"1,383",Low,Newcastle upon Tyne,5
NE44,0.81,556,58,148,-,1,Low,-,"1,000",Low,Newcastle upon Tyne,5
NE45,0.82,"2,258",275,700,1,-,Low,-,"1,300",Medium,Newcastle upon Tyne,5
NE46,0.85,"9,609","1,446","3,036",5,7,Low,-,"4,900",Low,Newcastle upon Tyne,4
NE13,0.91,"8,230","1,065","3,027",2,6,Low,-,"7,650",High,Newcastle upon Tyne,3
NE15,0.96,"21,198","3,521","8,258",4,37,Low,-,"11,800",High,Newcastle upon Tyne,2
NE16,0.93,"16,304","2,277","6,310",3,13,Low,2,"8,583",High,Newcastle upon Tyne,3
NE20,0.88,"6,994",991,"2,046",6,7,Low,-,"3,767",High,Newcastle upon Tyne,4
NE21,0.87,"11,115","1,714","4,712",1,9,Low,-,"7,050",Medium,Newcastle upon Tyne,4
NE5,1.01,"31,848","5,422","12,134",7,20,Low,-,"17,000",High,Newcastle upon Tyne,1
NE61,0.92,"19,299","2,707","6,580",8,7,Low,1,"12,783",Medium,Newcastle upon Tyne,3
NE65,0.87,"12,216","1,637","3,954",3,9,Low,2,"7,217",Medium,Newcastle upon Tyne,4
NE66,0.86,"10,701","1,481","3,815",18,18,Low,-,"6,083",Medium,Newcastle upon Tyne,4
DH1,1.01,"27,692","8,343","9,458",15,17,Low,1,"17,283",High,Durham,1
DH2,0.93,"19,466","3,113","7,577",3,10,Low,-,"12,183",Medium,Durham,3
DH3,0.91,"16,702","2,538","6,358",5,18,Low,1,"10,083",Medium,Durham,3
DH4,0.94,"21,103","3,456","8,703",2,15,Low,1,"14,650",Medium,Durham,3
DH5,0.88,"12,585","2,098","4,697",-,9,Low,1,"8,700",Medium,Durham,4
DH97,0.82,-,-,-,-,-,Low,-,-,High,Durham,5
DH98,0.82,-,-,-,-,-,Low,-,-,High,Durham,5
DH99,0.82,-,-,-,-,-,Low,-,-,High,Durham,5
DH6,0.93,"21,405","3,469","8,832",5,15,Low,-,"13,150",Medium,Durham,3
DL16,0.88,"12,839","1,924","4,978",2,8,Low,-,"9,300",Low,Darlington,4
NE1,0.91,"5,973","2,405","2,643",13,40,Low,9,"6,950",High,Newcastle upon Tyne,3
NE10,0.94,"24,067","3,825","9,682",3,18,Low,-,"14,467",Medium,Newcastle upon Tyne,2
NE11,0.88,"10,682","1,712","4,623",9,50,Low,-,"8,467",Medium,Newcastle upon Tyne,4
NE12,0.98,"22,977","3,459","9,994",6,14,Low,1,"13,717",High,Newcastle upon Tyne,2
NE2,0.96,"19,264","8,343","5,261",7,19,Low,-,"9,633",High,Newcastle upon Tyne,2
NE22,0.87,"11,400","1,872","4,469",3,4,Low,-,"6,483",Medium,Newcastle upon Tyne,4
NE23,0.96,"24,650","4,086","10,027",5,5,Low,-,"16,650",Medium,Newcastle upon Tyne,2
NE24,0.95,"24,397","4,312","9,578",5,14,Low,-,"16,083",Medium,Newcastle upon Tyne,2
NE25,0.93,"18,802","2,731","7,084",6,7,Low,-,"10,617",High,Newcastle upon Tyne,3
NE26,0.89,"12,048","1,630","4,638",2,19,Low,-,"5,167",High,Newcastle upon Tyne,4
NE27,0.87,"7,696","1,153","3,885",5,7,Low,-,"6,417",Medium,Newcastle upon Tyne,4
NE28,1.01,"29,978","5,065","12,653",7,20,Low,-,"17,400",High,Newcastle upon Tyne,1
NE29,0.96,"24,001","3,861","9,624",5,16,Low,-,"13,467",High,Newcastle upon Tyne,2
NE3,1.01,"33,656","5,448","14,462",7,25,Low,1,"15,350",High,Newcastle upon Tyne,1
NE30,0.88,"14,777","1,825","5,668",2,11,Low,2,"6,650",Medium,Newcastle upon Tyne,4
NE31,0.9,"13,402","2,317","5,262",3,5,Low,-,"9,117",Medium,Newcastle upon Tyne,3
NE32,0.92,"16,727","2,923","6,250",1,9,Low,-,"9,483",Medium,Newcastle upon Tyne,3
NE33,0.94,"18,680","3,302","7,539",6,23,Low,-,"9,200",High,Newcastle upon Tyne,2
NE34,0.99,"34,780","6,102","12,014",5,15,Low,-,"19,300",Medium,Newcastle upon Tyne,2
NE35,0.83,"4,186",690,"1,758",-,2,Low,-,"2,233",Low,Newcastle upon Tyne,5
NE36,0.83,"4,366",636,"1,517",2,6,Low,-,"2,133",Medium,Newcastle upon Tyne,5
NE37,0.88,"13,527","2,405","5,679",5,11,Low,-,"8,083",Medium,Newcastle upon Tyne,4
NE38,0.93,"19,468","3,344","7,762",8,8,Low,1,"12,633",Medium,Newcastle upon Tyne,3
NE4,0.99,"24,006","6,170","12,050",1,76,Low,1,"12,450",High,Newcastle upon Tyne,2
NE6,1.04,"36,404","8,343","14,439",8,31,Low,1,"17,267",High,Newcastle upon Tyne,1
NE62,0.84,"6,088",882,"2,369",1,2,Low,-,"3,383",Low,Newcastle upon Tyne,5
NE63,0.92,"18,149","3,194","7,195",5,15,Low,-,"12,250",Low,Newcastle upon Tyne,3
NE64,0.83,"4,120",656,"1,415",1,5,Low,-,"2,333",Low,Newcastle upon Tyne,5
NE7,0.9,"9,474","1,683","4,054",3,12,Low,-,"5,050",High,Newcastle upon Tyne,3
NE8,0.93,"22,906","4,313","11,659",3,34,Low,3,"11,333",Medium,Newcastle upon Tyne,3
NE82,0.8,-,-,-,-,-,Low,-,-,Medium,Newcastle upon Tyne,5
NE83,0.8,-,-,-,-,-,Low,-,-,Medium,Newcastle upon Tyne,5
NE85,0.8,-,-,-,-,-,Low,-,-,Medium,Newcastle upon Tyne,5
NE88,0.82,-,-,-,-,-,Low,-,-,High,Newcastle upon Tyne,5
NE9,0.93,"24,232","3,694","9,475",2,11,Low,-,"12,533",Medium,Newcastle upon Tyne,3
NE92,0.8,-,-,-,-,-,Low,-,-,Medium,Newcastle upon Tyne,5
NE98,0.82,-,-,-,-,-,Low,-,-,High,Newcastle upon Tyne,5
NE99,0.82,-,-,-,-,-,Low,-,-,High,Newcastle upon Tyne,5
SR1,0.85,"3,741",993,"1,151",1,26,Low,1,"2,400",High,Sunderland,4
SR2,0.96,"21,908","4,868","8,943",-,19,Low,1,"12,300",High,Sunderland,2
SR3,0.97,"25,569","4,519","9,260",7,12,Low,-,"14,283",High,Sunderland,2
SR4,0.98,"26,695","5,230","10,672",7,24,Low,1,"15,817",High,Sunderland,2
SR5,0.96,"23,085","4,190","8,781",3,11,Low,-,"13,467",High,Sunderland,2
SR6,0.93,"19,262","3,055","6,635",2,13,Low,1,"10,683",High,Sunderland,3
SR7,0.93,"20,258","3,651","8,128",3,19,Low,-,"13,000",Medium,Sunderland,3
SR8,0.96,"22,917","4,185","8,681",7,16,Low,-,"14,017",High,Sunderland,2
SR9,0.81,-,-,-,-,-,Low,-,-,High,Sunderland,5
TS24,0.89,"14,561","2,856","5,501",1,20,Medium,-,"8,650",Low,Teeside,3
TS27,0.85,"7,779","1,219","2,943",1,4,Medium,-,"4,867",Low,Teeside,4
TS28,0.84,"3,386",577,"1,467",1,2,Medium,-,"1,933",Medium,Teeside,5
TS29,0.83,"3,994",677,"1,548",1,-,Medium,-,"2,350",Medium,Teeside,5
CA14,0.97,"22,966","3,639","8,800",5,15,Low,-,"13,683",High,Carlisle,2
CA18,0.81,212,19,55,-,-,Low,-,"1,000",Low,Carlisle,5
CA19,0.81,635,76,180,-,-,Low,-,"1,000",Low,Carlisle,5
CA20,0.82,"2,079",229,630,1,1,Low,-,"1,667",Low,Carlisle,5
CA21,0.81,613,78,219,-,-,Low,-,"1,000",Low,Carlisle,5
CA22,0.84,"5,645",846,"2,095",1,3,Low,-,"3,517",Medium,Carlisle,5
CA23,0.81,899,173,352,-,-,Low,1,"1,000",Medium,Carlisle,5
CA24,0.81,773,159,339,-,-,Low,-,"1,000",Medium,Carlisle,5
CA25,0.83,"3,986",707,"1,514",1,2,Low,-,"2,350",Medium,Carlisle,5
CA26,0.82,"2,462",386,906,-,1,Low,-,"1,200",Low,Carlisle,5
CA27,0.81,965,114,357,-,-,Low,-,"1,000",Medium,Carlisle,5
CA28,0.91,"18,147","2,978","7,353",4,8,Low,-,"11,417",Medium,Carlisle,3
CA95,0.8,-,-,-,-,-,Low,-,-,Low,Carlisle,5
CA13,0.85,"9,382","1,228","3,311",6,10,Low,2,"5,333",Medium,Carlisle,4
CA15,0.87,"10,242","1,657","4,004",1,5,Low,-,"5,950",Medium,Carlisle,4
LA13,0.9,"11,766","1,982","4,511",5,8,Low,-,"7,067",Medium,Lancaster,3
LA14,0.98,"25,606","4,316","9,669",9,22,Low,1,"15,883",Medium,Lancaster,2
LA15,0.86,"4,957",820,"1,944",1,5,Low,-,"2,633",Medium,Lancaster,4
LA16,0.84,"2,109",367,756,1,3,Low,-,"1,233",Medium,Lancaster,4
LA17,0.82,740,83,212,-,-,Low,-,"1,000",Medium,Lancaster,5
LA18,0.83,"5,352",854,"1,805",1,5,Low,-,"3,267",Low,Lancaster,5
LA19,0.81,598,88,196,-,-,Low,-,"1,000",Low,Lancaster,5
LA20,0.81,730,96,233,-,1,Low,-,"1,000",Low,Lancaster,5
CA10,0.85,"8,252","1,090","2,790",1,4,Low,1,"4,983",Low,Carlisle,4
CA11,0.88,"14,084","2,081","5,200",7,19,Low,-,"8,533",Low,Carlisle,4
CA12,0.83,"4,898",579,"1,586",1,5,Low,-,"3,167",Medium,Carlisle,5
CA16,0.82,"3,780",460,"1,265",-,2,Low,-,"2,167",Low,Carlisle,5
CA17,0.82,"3,014",390,"1,043",1,3,Low,-,"1,833",Medium,Carlisle,5
CA5,0.82,"4,249",610,"1,365",1,-,Low,-,"2,217",Medium,Carlisle,5
CA7,0.88,"13,724","2,154","4,756",3,7,Low,-,"7,733",Low,Carlisle,4
CA9,0.81,"1,349",215,422,1,-,Low,-,"1,000",Low,Carlisle,5
DL12,0.84,"7,444","1,029","2,303",4,8,Low,1,"4,583",Medium,Darlington,4
LA11,0.83,"6,038",683,"1,581",1,14,Low,-,"3,067",Low,Lancaster,5
LA23,0.83,"5,568",635,"1,933",2,13,Low,-,"3,283",Medium,Lancaster,5
LA4,0.92,"17,238","2,589","5,955",7,16,Low,3,"10,217",Medium,Lancaster,3
LA5,0.89,"10,114","1,301","3,225",5,4,Low,-,"5,200",High,Lancaster,3
LA7,0.85,"3,141",348,981,-,1,Low,-,"1,783",High,Lancaster,4
LA8,0.85,"5,401",664,"1,666",-,2,Low,-,"3,150",Medium,Lancaster,4
LA9,0.93,"19,343","2,717","7,619",7,20,Low,1,"11,967",Medium,Lancaster,3
LA10,0.81,"2,240",242,663,-,-,Low,-,"1,183",Low,Lancaster,5
LA12,0.9,"12,691","1,679","4,368",4,8,Low,1,"6,700",Medium,Lancaster,3
LA21,0.81,581,77,168,1,1,Low,-,"1,000",Medium,Lancaster,5
LA22,0.82,"3,011",385,"1,007",4,6,Low,1,"2,050",Medium,Lancaster,5
LA6,0.87,"7,501",962,"2,373",3,9,Low,-,"4,533",Medium,Lancaster,4
DL10,0.88,"11,131","1,555","3,848",3,9,Low,-,"6,250",Medium,Darlington,4
DL11,0.82,"3,249",407,"1,023",-,2,Low,-,"1,433",Low,Darlington,5
DL13,0.84,"9,024","1,197","3,128",5,3,Low,-,"4,267",Low,Darlington,4
DL14,1,"24,152","3,945","9,110",10,15,Low,-,"15,650",High,Darlington,1
DL15,0.88,"14,528","2,279","5,737",5,5,Low,-,"8,600",Low,Darlington,4
DL2,0.87,"10,418","1,432","4,030",5,5,Low,-,"7,067",Medium,Darlington,4
DL8,0.88,"11,447","1,538","3,676",2,11,Low,-,"6,467",Medium,Darlington,4
DL9,0.86,"7,320","1,485","4,393",4,2,Low,-,"6,600",Low,Darlington,4
HG4,0.92,"15,649","2,183","5,929",6,11,Low,2,"9,200",High,Harrogate,3
DL1,0.98,"30,065","5,197","12,039",11,32,Low,-,"19,283",Medium,Darlington,2
DL17,0.88,"11,551","1,865","4,263",5,4,Low,-,"7,367",Medium,Darlington,4
DL3,0.95,"29,020","4,625","11,661",7,30,Low,1,"15,200",Medium,Darlington,2
DL4,0.85,"6,659","1,089","2,408",-,1,Low,-,"3,667",Medium,Darlington,4
DL5,0.91,"18,547","3,073","6,950",5,8,Low,-,"12,217",Medium,Darlington,3
DL6,0.87,"9,752","1,522","3,398",1,8,Low,-,"5,833",Medium,Darlington,4
DL7,0.87,"9,545","1,350","3,719",5,7,Low,1,"5,667",Medium,Darlington,4
DL98,0.8,-,-,-,-,-,Low,-,-,Medium,Darlington,5
TS1,0.9,"11,852","4,047","5,084",3,56,Medium,1,"7,717",Medium,Teeside,3
TS10,0.95,"23,929","4,350","9,152",9,12,Medium,1,"15,000",Medium,Teeside,2
TS15,0.88,"7,756","1,138","2,686",2,6,Medium,-,"4,617",High,Teeside,4
TS16,0.85,"6,419",988,"2,595",3,2,Medium,-,"3,800",Medium,Teeside,4
TS17,1.01,"27,769","5,520","13,303",11,16,Medium,-,"18,717",High,Teeside,1
TS18,0.91,"15,208","3,045","6,244",3,25,Medium,2,"9,450",Medium,Teeside,3
TS19,0.95,"23,623","4,446","9,060",5,8,Medium,-,"14,050",Medium,Teeside,2
TS2,0.82,511,120,227,-,2,Medium,-,"1,150",Medium,Teeside,5
TS20,0.9,"13,441","2,264","5,333",2,6,Medium,-,"7,633",High,Teeside,3
TS21,0.86,"7,774","1,142","2,962",3,9,Medium,-,"5,067",Medium,Teeside,4
TS22,0.85,"5,094",720,"1,694",3,18,Medium,-,"3,650",Medium,Teeside,4
TS23,0.93,"19,059","3,743","7,673",2,12,Medium,-,"11,783",Medium,Teeside,3
TS25,0.96,"25,021","4,486","8,959",5,14,Medium,-,"14,683",Medium,Teeside,2
TS26,0.9,"16,183","3,040","6,525",6,7,Medium,-,"8,833",Low,Teeside,3
TS3,0.93,"19,755","3,963","7,181",3,9,Medium,1,"12,350",Medium,Teeside,3
TS4,0.89,"11,148","2,466","4,459",7,12,Medium,-,"8,617",Medium,Teeside,3
TS5,0.96,"24,611","4,885","10,062",14,22,Medium,-,"14,333",Medium,Teeside,2
TS6,0.92,"19,828","3,822","7,223",3,7,Medium,-,"11,583",Medium,Teeside,3
TS7,0.91,"13,546","2,213","4,516",-,6,Medium,-,"7,467",High,Teeside,3
